19.26,0.2,0.0,0.24,0.04,0.02,0.24,INTJ
30.96,0.08,0.1,0.16,0.0,0.04,0.9,INTP
30.7,0.02,0.02,0.12,0.0,0.18,0.88,ENTJ
29.84,0.0,0.02,0.06,0.0,0.48,0.68,INFP
32.7,0.0,0.0,0.02,0.0,0.04,0.92,ISFJ
21.96,0.14,0.04,0.24,0.0,0.0,0.38,INTJ
29.64,0.0,0.0,0.2,0.0,0.02,0.56,INTP
27.92,0.12,0.06,0.24,0.02,0.08,0.66,INFP
27.22,0.06,0.08,0.32,0.0,0.94,0.7,ISFJ
29.24,0.02,0.0,0.26,0.0,0.14,0.68,INTP
25.42,0.0,0.0,0.1,0.0,0.14,0.64,INFP
19.2,0.06,0.0,0.04,0.0,0.1,0.36,INFP
26.58,0.02,0.02,0.02,0.0,0.4,0.6,INFP
25.58,0.06,0.0,0.22,0.0,0.16,0.58,ENFJ
26.2,0.14,0.0,0.12,0.04,0.14,0.54,INTP
23.92,0.0,0.0,0.16,0.0,0.06,0.5,INTJ
21.52,0.2,0.0,0.24,0.06,0.46,0.44,INFJ
29.4,0.08,0.0,0.32,0.08,0.06,0.82,INTP
20.9,0.0,0.0,0.04,0.0,0.14,0.54,INFP
31.86,0.0,0.02,0.06,0.0,0.14,0.88,INFP
8.62,0.0,0.02,0.0,0.0,0.0,0.08,ENTP
32.82,0.0,0.0,0.16,0.0,0.04,0.76,INTP
24.62,0.06,0.0,0.38,0.0,0.4,1.02,ISFP
34.46,0.0,0.0,0.32,0.0,0.52,1.42,ENFJ
27.16,0.08,0.14,0.36,0.0,0.14,0.82,INFJ
24.12,0.04,0.02,0.26,0.0,0.16,0.46,ENFJ
34.14,0.0,0.04,0.12,0.0,0.04,0.86,INFJ
19.42,0.22,0.0,0.12,0.02,0.0,0.44,INFP
25.72,0.14,0.0,0.06,0.12,0.0,0.54,ENFP
20.54,0.04,0.02,0.06,0.02,0.02,0.4,ISTP
27.7,0.02,0.0,0.14,0.02,0.22,0.92,INFJ
21.32,0.0,0.02,0.12,0.0,0.1,0.52,INTP
31.36,0.0,0.0,0.14,0.0,0.04,0.8,INTJ
22.26,0.02,0.0,0.12,0.02,0.06,0.44,INTJ
32.54,0.04,0.0,0.18,0.02,0.06,0.98,INTJ
33.46,0.0,0.0,0.32,0.0,0.26,0.82,INFP
18.44,0.0,0.02,0.12,0.0,0.02,0.42,INFP
27.1,0.06,0.0,0.36,0.0,0.3,0.56,INFJ
31.44,0.02,0.0,0.18,0.0,0.0,0.88,ENTP
24.48,0.18,0.0,0.46,0.0,0.04,0.52,ENTJ
18.18,0.02,0.04,0.34,0.0,0.04,0.8,INFP
15.62,0.04,0.02,0.16,0.0,0.04,0.42,INTP
26.12,0.04,0.0,0.18,0.0,0.04,0.6,INFP
15.78,0.04,0.02,0.12,0.02,0.12,0.82,ISFJ
16.8,0.62,0.0,0.22,0.44,0.12,0.28,ISTJ
29.02,0.02,0.04,0.14,0.0,0.34,0.8,INTP
27.1,0.06,0.04,0.12,0.06,0.04,0.66,ENTP
29.98,0.0,0.12,0.34,0.0,0.14,0.86,INTP
20.26,0.0,0.12,0.3,0.0,0.26,0.54,ISFP
9.42,0.02,0.0,0.04,0.0,0.5,0.32,ENFJ
17.58,0.0,0.0,0.22,0.0,0.24,0.26,INFJ
29.2,0.02,0.02,0.32,0.0,0.1,0.78,INFP
28.22,0.08,0.02,0.08,0.0,0.1,0.66,INFJ
22.86,0.24,0.06,0.68,0.1,0.0,0.6,INTJ
24.02,0.16,0.0,0.34,0.1,0.28,0.7,INFJ
23.66,0.08,0.0,0.1,0.02,0.6,0.9,ENFP
25.1,0.22,0.0,0.26,0.04,0.24,0.64,INFP
22.48,0.22,0.0,0.3,0.0,0.04,0.48,INFP
20.04,0.12,0.0,0.3,0.02,0.16,0.5,ENFP
15.64,0.28,0.0,0.12,0.16,0.12,0.46,INFJ
20.18,0.0,0.0,0.14,0.0,0.08,0.64,ISTP
29.76,0.04,0.06,0.18,0.0,0.44,0.72,INFJ
23.72,0.04,0.0,0.24,0.0,0.28,0.5,ISTJ
29.54,0.04,0.02,0.28,0.0,0.1,0.88,ENFJ
14.9,0.22,0.0,0.24,0.0,0.0,0.12,INTP
23.24,0.0,0.0,0.38,0.0,0.04,0.52,INTJ
31.9,0.0,0.0,0.34,0.0,0.04,0.74,ENTP
31.08,0.0,0.0,0.36,0.0,0.62,1.24,INFP
29.88,0.04,0.0,0.3,0.0,0.04,0.76,INFP
13.72,0.16,0.02,0.4,0.06,0.78,0.32,ESTP
26.52,0.0,0.0,0.1,0.0,0.0,0.86,ISTP
26.12,0.14,0.0,0.4,0.0,0.02,0.42,ENFP
25.54,0.0,0.0,0.66,0.0,0.0,0.3,ENTP
31.88,0.02,0.0,0.22,0.0,0.0,0.96,INTP
22.08,0.06,0.0,0.28,0.0,0.16,0.58,INFJ
20.96,0.14,0.06,0.22,0.0,0.48,0.42,ENFP
31.82,0.02,0.0,0.12,0.02,0.34,1.08,ENTP
9.3,0.02,0.02,0.08,0.0,0.0,0.18,INTP
25.26,0.02,0.0,0.12,0.0,0.06,0.56,INFJ
21.3,0.16,0.0,0.18,0.1,0.02,0.3,ISTP
18.18,0.22,0.02,0.3,0.02,0.04,1.1,INTP
24.34,0.24,0.0,0.22,0.18,0.1,0.72,INTJ
17.98,0.04,0.0,0.28,0.02,0.0,0.22,ENTP
30.2,0.1,0.0,0.24,0.06,0.0,0.9,INFJ
21.54,0.06,0.0,0.32,0.04,0.1,0.46,INFJ
25.82,0.18,0.0,0.26,0.0,0.1,0.8,INFJ
20.26,0.0,0.06,0.2,0.0,0.3,0.66,ENTJ
33.44,0.0,0.02,0.26,0.0,0.32,1.68,ISFJ
29.76,0.04,0.0,0.3,0.02,0.12,0.84,INFP
19.2,0.08,0.0,0.4,0.0,0.0,0.3,INFJ
32.02,0.0,0.0,0.16,0.0,0.0,0.82,INTP
22.0,0.0,0.0,0.16,0.0,0.26,0.72,INFJ
26.94,0.16,0.0,0.38,0.08,0.12,0.74,INFP
27.18,0.04,0.1,0.2,0.0,0.1,0.6,INTP
23.62,0.0,0.0,0.16,0.0,0.14,0.72,INFP
26.38,0.0,0.02,0.24,0.0,0.12,0.7,ISFP
23.96,0.06,0.0,0.12,0.0,0.0,0.56,INTP
17.46,0.14,0.16,0.3,0.02,0.12,0.34,INFP
17.12,0.02,0.0,0.16,0.0,0.16,0.6,ENFP
26.18,0.18,0.06,0.16,0.08,0.12,0.66,ENFP
28.58,0.02,0.0,0.16,0.0,0.18,0.78,ENTP
25.52,0.0,0.06,1.1,0.0,0.34,0.5,INFJ
21.4,0.04,0.0,0.2,0.0,0.12,0.56,INFJ
13.62,0.02,0.02,0.2,0.02,0.08,0.44,ENTP
28.84,0.1,0.02,0.12,0.08,0.28,0.68,INFP
12.1,0.12,0.02,0.24,0.0,0.1,0.16,INFP
27.42,0.06,0.12,0.1,0.0,0.0,0.82,INTP
32.66,0.1,0.02,0.3,0.0,0.0,1.16,INFJ
26.12,0.12,0.0,0.16,0.06,0.2,0.64,ENFP
23.96,0.08,0.04,0.16,0.02,0.32,0.88,ENFP
19.3,0.04,0.0,0.2,0.0,0.12,0.48,INTP
7.54,0.0,0.0,0.1,0.0,0.0,0.18,ENTP
28.14,0.0,0.0,0.22,0.0,0.02,0.7,INTJ
13.82,0.0,0.0,0.14,0.0,0.0,0.28,INTP
14.16,0.48,0.0,0.24,0.3,0.08,0.24,ENTP
13.84,0.52,0.0,0.5,0.02,0.04,0.34,ENFP
28.22,0.0,0.0,0.4,0.0,0.0,0.6,ESTP
22.84,0.18,0.0,0.16,0.04,0.04,0.52,INTJ
19.24,0.02,0.0,0.22,0.0,0.0,0.46,INTP
25.56,0.16,0.02,0.36,0.0,0.16,0.96,ENTP
27.88,0.2,0.0,0.36,0.08,0.3,0.86,INFP
23.44,0.16,0.04,0.56,0.0,0.34,0.68,INFJ
29.04,0.14,0.02,0.28,0.02,0.08,0.82,INFJ
19.86,0.1,0.0,0.3,0.06,0.12,0.34,INTJ
24.46,0.0,0.0,0.16,0.0,0.24,0.66,ENFP
30.7,0.02,0.0,0.24,0.0,0.04,0.68,INTJ
8.5,0.06,0.0,0.16,0.02,0.08,0.04,INTJ
21.5,0.02,0.0,0.16,0.02,0.08,0.46,INTP
10.6,0.12,0.04,0.2,0.02,0.06,0.2,ISFJ
27.68,0.04,0.0,0.4,0.0,0.5,1.14,INTP
23.84,0.06,0.02,0.22,0.02,0.24,0.54,ISTP
16.16,0.24,0.0,0.32,0.0,0.02,0.26,INTP
23.3,0.02,0.0,0.1,0.0,0.04,0.48,INTP
23.64,0.18,0.08,0.5,0.0,0.04,0.58,INTP
22.36,0.04,0.0,0.22,0.04,0.06,0.46,INTP
24.7,0.12,0.0,0.2,0.02,0.12,0.74,INFP
28.2,0.06,0.04,0.18,0.02,0.3,0.68,ENTP
17.9,0.22,0.0,0.08,0.14,0.18,0.48,INFP
32.62,0.1,0.02,0.22,0.1,0.14,1.0,INTP
22.02,0.0,0.0,0.38,0.0,0.06,0.5,INTJ
29.88,0.04,0.0,0.4,0.0,0.12,0.78,ENTP
28.16,0.12,0.0,0.16,0.08,0.18,0.8,INFJ
7.16,0.0,0.0,0.0,0.0,0.08,0.08,INTJ
24.74,0.0,0.04,0.08,0.0,0.0,0.4,INTP
24.42,0.08,0.0,0.22,0.02,0.02,0.6,ISTP
28.46,0.0,0.0,0.32,0.0,0.14,0.78,ISTJ
25.46,0.12,0.0,0.14,0.0,0.04,0.6,INFP
24.38,0.0,0.04,0.12,0.0,0.12,0.48,INTJ
19.86,0.04,0.0,0.14,0.0,0.0,0.44,ENFP
15.86,0.3,0.04,0.08,0.24,0.02,0.18,INFP
30.24,0.0,0.02,0.24,0.0,0.06,0.78,INTP
23.14,0.12,0.0,0.12,0.0,0.18,0.54,INTJ
14.62,0.04,0.02,0.36,0.04,0.06,0.44,INTJ
25.98,0.0,0.04,0.2,0.0,0.2,1.08,INFP
30.9,0.04,0.02,0.36,0.0,0.28,1.12,INTP
24.48,0.06,0.02,0.16,0.0,0.0,0.42,INTP
16.88,0.22,0.0,0.26,0.1,0.1,0.38,ESFP
17.24,0.26,0.0,0.22,0.04,0.02,0.32,INTJ
26.48,0.02,0.04,0.18,0.02,0.2,0.8,ISFP
19.66,0.06,0.0,0.4,0.02,0.34,0.4,INFJ
9.22,0.66,0.02,0.26,0.22,0.0,0.18,INTJ
20.34,0.12,0.0,0.3,0.12,0.28,0.42,INTJ
28.88,0.0,0.0,0.3,0.0,0.02,0.78,INTP
19.46,0.16,0.0,0.24,0.06,0.04,0.62,INTP
21.42,0.0,0.0,0.2,0.0,0.02,0.26,INFP
17.66,0.02,0.0,0.36,0.02,0.3,0.24,ENFP
27.32,0.02,0.02,0.16,0.0,0.1,0.5,INFP
21.64,0.0,0.0,0.22,0.0,0.08,0.64,INFP
24.72,0.06,0.0,0.24,0.02,0.02,0.98,INFP
10.26,0.0,0.0,0.12,0.0,0.02,0.16,INFP
11.3,0.24,0.0,0.4,0.14,0.98,0.18,INTP
27.46,0.06,0.02,0.52,0.0,0.04,0.6,INTP
23.76,0.18,0.0,0.42,0.0,0.1,0.64,INFP
25.96,0.0,0.0,0.04,0.0,0.0,0.56,INFP
16.06,0.26,0.06,0.26,0.06,0.06,0.28,INFP
21.14,0.08,0.0,0.12,0.0,0.06,0.56,INFJ
21.84,0.06,0.0,0.16,0.02,0.02,0.46,ENFP
21.12,0.06,0.0,0.26,0.02,0.14,0.42,INTJ
27.32,0.04,0.02,0.38,0.02,0.18,0.94,INFJ
20.08,0.34,0.0,0.44,0.0,0.18,0.6,INFJ
12.14,0.02,0.0,0.06,0.0,0.12,0.22,ENTP
18.62,0.0,0.0,0.12,0.0,0.14,1.74,INTP
29.74,0.06,0.02,0.22,0.0,0.0,0.62,INTP
16.86,0.02,0.04,0.22,0.0,0.54,0.56,INFP
24.3,0.0,0.0,0.1,0.0,0.2,0.56,INFP
24.58,0.0,0.0,0.14,0.0,0.06,0.44,INFJ
26.12,0.22,0.08,0.22,0.0,0.14,0.68,INTP
29.94,0.0,0.0,0.24,0.0,0.56,0.94,INFP
17.66,0.44,0.04,0.62,0.04,0.0,0.34,INTP
31.7,0.0,0.0,0.48,0.0,0.34,1.02,INFP
15.84,0.1,0.0,0.48,0.0,0.0,0.28,INFJ
28.76,0.0,0.0,0.34,0.0,0.1,0.7,ENFJ
10.2,0.02,0.0,0.08,0.02,0.0,0.12,ISTP
27.96,0.0,0.0,0.1,0.0,0.0,1.06,INTJ
29.46,0.0,0.0,0.28,0.0,0.2,0.66,INFP
29.18,0.0,0.0,0.12,0.0,0.0,0.68,ISFP
25.08,0.0,0.0,0.02,0.0,0.9,0.58,ENTJ
22.36,0.0,0.0,0.14,0.0,0.1,0.74,ENTP
31.18,0.0,0.02,0.1,0.0,0.1,0.82,ISFP
26.18,0.08,0.0,0.42,0.0,0.18,0.56,ENFP
29.16,0.0,0.0,0.02,0.0,0.02,0.58,INFP
25.24,0.0,0.02,0.08,0.0,0.06,0.52,ENFP
23.82,0.02,0.0,0.38,0.0,0.0,0.82,ENTP
29.64,0.0,0.0,0.1,0.0,0.0,0.62,INFP
26.1,0.04,0.0,0.18,0.0,0.62,0.6,INFP
33.28,0.04,0.06,0.14,0.0,0.38,1.2,ISFP
33.62,0.0,0.0,0.22,0.0,0.44,1.06,INFP
23.8,0.0,0.0,0.18,0.0,0.62,0.42,INFJ
28.14,0.0,0.0,0.1,0.0,0.16,0.78,ENTP
28.78,0.02,0.0,0.06,0.02,0.16,0.54,INFP
21.46,0.08,0.0,0.4,0.0,0.0,0.32,ISTP
25.24,0.18,0.0,0.22,0.06,0.02,0.56,INTJ
33.32,0.0,0.0,0.12,0.0,0.14,1.04,INTP
23.52,0.02,0.02,0.16,0.02,0.56,0.9,INFJ
26.44,0.02,0.0,0.36,0.02,0.08,1.02,ISTJ
12.92,0.2,0.0,0.26,0.0,0.06,0.16,INTJ
26.26,0.16,0.02,0.32,0.0,0.18,0.8,INFP
10.5,0.08,0.0,0.18,0.02,0.04,0.06,INFJ
25.44,0.0,0.0,0.58,0.0,0.36,1.2,INTJ
30.66,0.04,0.06,0.12,0.02,0.08,0.92,ENFJ
28.86,0.0,0.0,0.06,0.0,0.04,0.62,INFP
25.4,0.0,0.02,0.2,0.0,0.12,0.84,INFP
28.74,0.0,0.0,0.28,0.0,0.16,0.84,ISTJ
31.84,0.04,0.0,0.18,0.0,0.14,0.92,ISTJ
12.04,0.36,0.04,0.5,0.02,0.1,0.22,ISFP
29.44,0.08,0.0,0.2,0.0,0.06,1.3,INFP
29.64,0.0,0.0,0.2,0.0,0.88,0.76,INFJ
26.6,0.0,0.02,0.18,0.0,0.02,0.62,INFP
16.36,0.2,0.0,0.32,0.02,0.04,0.38,INTP
25.56,0.08,0.0,0.06,0.08,0.04,0.62,INFP
25.08,0.0,0.0,0.18,0.0,0.04,0.6,INTP
7.28,0.0,0.0,0.02,0.0,0.02,0.02,INTJ
27.26,0.08,0.0,0.26,0.0,0.06,0.62,INTJ
30.5,0.04,0.04,0.24,0.0,0.02,0.72,INFJ
31.2,0.0,0.0,0.2,0.0,0.12,0.94,INFP
28.34,0.14,0.12,0.18,0.02,0.02,0.56,INTP
22.98,0.0,0.0,0.08,0.0,0.06,0.44,INTJ
30.44,0.02,0.0,0.32,0.0,0.38,0.82,ENFP
18.7,0.06,0.0,0.4,0.0,0.04,0.16,INFP
27.3,0.04,0.0,0.28,0.0,0.04,0.64,INTP
32.92,0.0,0.0,0.08,0.0,0.06,0.92,ENTJ
18.24,0.3,0.0,0.24,0.16,0.04,0.52,INTJ
23.7,0.02,0.0,0.08,0.0,0.02,0.36,INFJ
25.04,0.04,0.02,0.4,0.0,0.02,0.58,INFP
30.24,0.06,0.0,0.12,0.0,0.12,0.68,ENTJ
26.56,0.22,0.0,0.2,0.08,0.28,0.92,INTP
26.86,0.0,0.0,0.04,0.0,0.02,0.6,INTP
29.0,0.02,0.06,0.26,0.02,0.1,0.6,INFP
25.72,0.06,0.0,0.04,0.04,0.0,0.48,INTP
21.86,0.06,0.0,0.22,0.04,0.06,0.54,ENTP
27.0,0.0,0.0,0.24,0.0,0.02,0.7,INTJ
31.68,0.06,0.0,0.38,0.04,0.3,0.82,INTP
23.8,0.02,0.02,0.12,0.0,0.1,0.58,INTJ
11.6,0.08,0.0,0.12,0.0,0.08,0.16,INFP
17.34,0.0,0.0,0.02,0.0,0.02,0.22,INFJ
28.42,0.0,0.0,0.12,0.0,0.06,0.86,INFJ
32.9,0.04,0.08,0.06,0.02,0.06,0.94,INFP
28.96,0.06,0.0,0.12,0.02,0.0,0.88,ENFP
29.22,0.0,0.0,0.12,0.0,0.3,0.54,INTP
28.08,0.2,0.12,0.3,0.2,0.26,0.8,ISTP
26.18,0.02,0.0,0.42,0.0,0.2,0.9,INTJ
16.24,0.2,0.02,0.2,0.0,0.16,0.24,ENFP
24.92,0.26,0.04,0.42,0.0,0.04,0.68,ENFP
25.24,0.04,0.0,0.24,0.0,0.2,1.12,ENTP
22.02,0.18,0.0,0.22,0.08,0.1,0.66,INTP
28.8,0.14,0.0,0.32,0.1,0.08,0.84,INFJ
28.0,0.0,0.0,0.42,0.0,0.02,0.74,INTJ
32.84,0.0,0.0,0.08,0.0,0.18,0.82,INFP
33.2,0.0,0.0,0.1,0.0,0.12,0.84,ENFP
22.56,0.24,0.0,0.24,0.12,0.12,0.4,ENFJ
28.26,0.0,0.02,0.52,0.0,0.26,0.84,ENTP
27.68,0.0,0.0,0.04,0.0,0.18,0.54,ISFP
32.36,0.04,0.04,0.24,0.0,0.08,1.56,INFP
23.58,0.04,0.02,0.2,0.0,0.44,0.44,INFP
24.92,0.1,0.0,0.1,0.0,0.06,0.54,INFP
33.88,0.0,0.0,0.04,0.0,0.0,0.92,INTJ
28.32,0.0,0.0,0.38,0.0,0.24,0.56,ENTP
23.76,0.1,0.0,0.42,0.0,0.14,0.64,ENTP
21.42,0.12,0.0,0.34,0.0,0.0,0.5,INTP
29.58,0.0,0.04,0.14,0.0,0.12,1.74,INTP
27.24,0.04,0.0,0.14,0.0,0.26,0.62,INFJ
18.56,0.14,0.0,0.32,0.0,0.18,0.82,INFJ
27.86,0.02,0.0,0.08,0.0,0.0,0.72,INTP
11.9,0.04,0.0,0.12,0.04,0.12,0.34,ENFP
35.04,0.0,0.0,0.14,0.0,0.12,0.98,INFP
31.24,0.08,0.08,0.16,0.0,0.06,0.92,INTJ
27.58,0.0,0.0,0.1,0.0,0.08,0.78,INTJ
26.82,0.02,0.02,0.16,0.0,0.1,0.7,INFP
26.0,0.04,0.0,0.08,0.0,0.12,0.9,INFP
28.7,0.02,0.0,0.24,0.0,0.68,0.66,INFP
27.1,0.06,0.0,0.2,0.0,0.96,0.66,ISFP
30.46,0.08,0.0,0.2,0.04,0.14,0.78,ISFJ
23.44,0.0,0.0,0.18,0.0,0.02,0.74,INFP
30.6,0.0,0.04,0.16,0.0,0.28,1.08,INTP
24.22,0.12,0.0,0.16,0.02,0.0,0.46,INFP
24.8,0.0,0.0,0.28,0.0,0.02,0.44,INTJ
22.64,0.04,0.02,0.04,0.04,0.34,0.7,INTJ
28.06,0.08,0.02,0.14,0.0,0.1,0.9,ENTP
29.88,0.0,0.04,0.1,0.0,0.3,0.82,ENFJ
22.0,0.12,0.02,0.16,0.1,0.14,0.44,ISFJ
30.38,0.02,0.0,0.2,0.0,0.12,0.84,INTP
32.28,0.0,0.02,0.08,0.0,0.02,0.84,ISFP
20.26,0.02,0.02,0.12,0.02,0.04,0.22,ESTP
16.2,0.0,0.04,0.14,0.0,0.02,0.2,INFP
22.74,0.06,0.02,0.3,0.04,0.22,0.58,INTP
25.34,0.0,0.0,0.12,0.0,0.0,0.66,INTJ
30.9,0.0,0.0,0.04,0.0,0.08,0.96,INFP
20.3,0.16,0.0,0.24,0.08,0.4,0.54,INTJ
26.9,0.0,0.0,0.18,0.0,0.18,0.62,INFP
28.7,0.04,0.04,0.4,0.02,0.8,1.5,INFP
24.66,0.0,0.0,0.16,0.0,0.42,0.62,INFJ
13.3,0.02,0.0,0.12,0.02,0.06,0.32,INFP
15.86,0.12,0.0,0.14,0.04,0.08,0.26,ENTP
26.46,0.08,0.04,0.28,0.04,0.02,0.64,INTP
22.74,0.0,0.06,0.02,0.0,0.0,0.7,INTP
26.38,0.02,0.0,0.24,0.0,0.22,0.74,INFJ
28.58,0.0,0.0,0.12,0.0,0.36,1.54,ENFP
28.38,0.02,0.02,0.1,0.0,0.12,0.86,INTJ
18.38,0.0,0.0,0.14,0.0,0.06,0.36,ENTP
29.46,0.02,0.02,0.12,0.0,0.1,0.7,ENFP
33.8,0.04,0.06,0.02,0.0,0.0,0.92,INFJ
35.32,0.0,0.02,0.06,0.0,0.0,0.96,ISTJ
26.96,0.06,0.0,0.4,0.0,0.16,1.32,INFP
28.42,0.1,0.02,0.22,0.04,0.04,0.7,INFP
28.14,0.06,0.02,0.04,0.0,0.12,1.14,INFP
28.02,0.06,0.0,0.32,0.0,0.12,0.66,INTJ
29.22,0.02,0.0,0.16,0.0,0.02,0.82,INTJ
29.98,0.02,0.02,0.08,0.0,0.08,0.8,INFP
31.34,0.0,0.04,0.1,0.0,0.08,0.9,INFJ
31.24,0.02,0.02,0.42,0.0,0.26,1.2,INFP
15.44,0.0,0.0,0.0,0.0,0.18,0.34,INFP
15.04,0.0,0.0,0.1,0.0,0.1,0.24,ENTP
27.48,0.0,0.0,0.1,0.0,0.2,0.56,INTJ
28.94,0.0,0.0,0.2,0.0,0.22,0.92,INFP
25.66,0.02,0.0,0.14,0.0,0.12,0.42,INTJ
5.54,0.02,0.0,0.02,0.0,0.02,0.12,INTJ
29.82,0.0,0.0,0.32,0.0,0.22,1.06,INFP
35.72,0.0,0.0,0.18,0.0,0.5,1.12,ENFP
1.02,1.82,0.0,1.82,0.0,0.0,0.0,ISTP
30.16,0.0,0.02,0.16,0.0,0.2,0.84,INFP
3.88,0.02,0.0,0.04,0.0,0.04,0.12,ISFP
29.66,0.0,0.02,0.22,0.0,0.48,1.0,INFP
22.38,0.02,0.0,0.16,0.0,0.6,0.32,ENFP
28.8,0.0,0.0,0.18,0.0,0.06,0.68,ENTJ
32.58,0.0,0.02,0.14,0.0,0.0,0.8,ENFP
21.8,0.08,0.0,0.26,0.02,1.2,0.66,INFJ
24.46,0.02,0.0,0.14,0.0,0.74,0.74,INFJ
16.62,0.18,0.0,0.38,0.0,0.12,0.44,ISFP
21.36,0.06,0.0,0.2,0.0,0.08,0.36,INFP
21.5,0.2,0.02,0.54,0.06,0.4,0.52,INTP
21.14,0.08,0.04,0.32,0.0,0.0,0.34,ESTP
23.48,0.02,0.08,0.34,0.0,0.54,1.12,ENTP
28.02,0.06,0.0,0.12,0.0,0.28,1.46,ENFP
18.1,0.08,0.0,0.3,0.06,0.02,0.24,INFP
31.02,0.0,0.0,0.3,0.0,0.16,1.06,INFP
26.32,0.02,0.0,0.32,0.0,0.58,1.54,INFJ
31.76,0.0,0.0,0.08,0.0,0.02,0.92,INTJ
25.94,0.02,0.0,0.24,0.0,0.18,0.6,ISFP
30.94,0.06,0.04,0.3,0.0,0.0,0.84,INFJ
28.02,0.04,0.0,0.12,0.0,0.08,0.76,ISFP
23.6,0.02,0.04,0.1,0.0,0.06,0.56,INFP
17.5,0.06,0.0,0.26,0.0,0.08,0.74,ENFP
28.38,0.0,0.0,0.3,0.0,0.0,0.86,INTP
7.66,0.02,0.02,0.0,0.0,0.04,0.1,INFP
28.98,0.2,0.02,0.1,0.0,0.12,0.78,INFJ
26.28,0.02,0.0,0.76,0.0,0.2,0.64,ENFP
28.16,0.08,0.0,0.18,0.0,0.24,0.88,INFP
26.7,0.08,0.08,0.18,0.02,0.4,1.1,INFJ
26.5,0.0,0.0,0.18,0.0,0.18,0.96,INTP
24.6,0.02,0.02,0.24,0.0,0.54,0.56,INFJ
27.56,0.0,0.0,0.18,0.0,0.14,0.66,INFJ
29.64,0.0,0.0,0.32,0.0,0.44,0.6,ISFJ
24.18,0.0,0.02,0.28,0.0,0.1,0.54,INFJ
31.58,0.0,0.0,0.22,0.0,0.44,0.9,INFP
22.74,0.0,0.0,0.06,0.0,0.06,0.7,INFJ
19.84,0.08,0.02,0.08,0.06,0.04,0.44,INFP
26.54,0.0,0.0,0.04,0.0,0.02,0.62,INTP
28.76,0.0,0.0,0.2,0.0,0.02,0.7,ENTP
18.72,0.26,0.02,0.02,0.0,0.04,0.44,INTP
19.3,0.08,0.0,0.16,0.0,0.0,0.4,INFJ
31.24,0.06,0.08,0.38,0.0,0.28,1.08,INFJ
23.0,0.02,0.0,0.24,0.0,0.04,0.44,INTJ
18.32,0.26,0.0,0.32,0.08,0.06,0.52,INFP
